0.3500	0.0637	45	15	30
0.3600	0.0539	45	15	30
0.3700	0.0658	45	15	30
0.3800	0.0657	45	15	30
0.3900	0.0736	45	15	30
0.4000	0.0834	45	15	30
0.4100	0.0891	45	15	30
0.4200	0.0970	45	15	30
0.4300	0.1002	45	15	30
0.4400	0.1024	45	15	30
0.4500	0.1033	45	15	30
0.4600	0.1087	45	15	30
0.4700	0.1117	45	15	30
0.4800	0.1126	45	15	30
0.4900	0.1176	45	15	30
0.5000	0.1220	45	15	30
0.5100	0.1245	45	15	30
0.5200	0.1295	45	15	30
0.5300	0.1321	45	15	30
0.5400	0.1334	45	15	30
0.5500	0.1347	45	15	30
0.5600	0.1397	45	15	30
0.5700	0.1436	45	15	30
0.5800	0.1473	45	15	30
0.5900	0.1512	45	15	30
0.6000	0.1551	45	15	30
0.6100	0.1593	45	15	30
0.6200	0.1637	45	15	30
0.6300	0.1682	45	15	30
0.6400	0.1728	45	15	30
0.6500	0.1780	45	15	30
0.6600	0.1836	45	15	30
0.6700	0.1896	45	15	30
0.6800	0.1962	45	15	30
0.6900	0.2026	45	15	30
0.7000	0.2087	45	15	30
0.7100	0.2142	45	15	30
0.7200	0.2181	45	15	30
0.7300	0.2198	45	15	30
0.7400	0.2186	45	15	30
0.7500	0.2140	45	15	30
0.7600	0.2058	45	15	30
0.7700	0.1942	45	15	30
0.7800	0.1799	45	15	30
0.7900	0.1640	45	15	30
0.8000	0.1476	45	15	30
0.8100	0.1316	45	15	30
0.8200	0.1173	45	15	30
0.8300	0.1049	45	15	30
0.8400	0.0946	45	15	30
0.8500	0.0862	45	15	30
0.8600	0.0797	45	15	30
0.8700	0.0746	45	15	30
0.8800	0.0707	45	15	30
0.8900	0.0681	45	15	30
0.9000	0.0665	45	15	30
0.9100	0.0659	45	15	30
0.9200	0.0662	45	15	30
0.9300	0.0675	45	15	30
0.9400	0.0699	45	15	30
0.9500	0.0736	45	15	30
0.9600	0.0785	45	15	30
0.9700	0.0850	45	15	30
0.9800	0.0933	45	15	30
0.9900	0.1037	45	15	30
1.0000	0.1160	45	15	30
1.0100	0.1296	45	15	30
1.0200	0.1451	45	15	30
1.0300	0.1624	45	15	30
1.0400	0.1809	45	15	30
1.0500	0.1999	45	15	30
1.0600	0.2191	45	15	30
1.0700	0.2379	45	15	30
1.0800	0.2556	45	15	30
1.0900	0.2718	45	15	30
1.1000	0.2865	45	15	30
1.1100	0.2993	45	15	30
1.1200	0.3102	45	15	30
1.1300	0.3192	45	15	30
1.1400	0.3266	45	15	30
1.1500	0.3328	45	15	30
1.1600	0.3378	45	15	30
1.1700	0.3418	45	15	30
1.1800	0.3450	45	15	30
1.1900	0.3478	45	15	30
1.2000	0.3501	45	15	30
1.2100	0.3517	45	15	30
1.2200	0.3531	45	15	30
1.2300	0.3541	45	15	30
1.2400	0.3547	45	15	30
1.2500	0.3549	45	15	30
1.2600	0.3546	45	15	30
1.2700	0.3539	45	15	30
1.2800	0.3527	45	15	30
1.2900	0.3509	45	15	30
1.3000	0.3488	45	15	30
1.3100	0.3465	45	15	30
1.3200	0.3438	45	15	30
1.3300	0.3404	45	15	30
1.3400	0.3363	45	15	30
1.3500	0.3317	45	15	30
1.3600	0.3264	45	15	30
1.3700	0.3204	45	15	30
1.3800	0.3139	45	15	30
1.3900	0.3059	45	15	30
1.4000	0.2993	45	15	30
1.4100	0.2936	45	15	30
1.4200	0.2870	45	15	30
1.4300	0.2799	45	15	30
1.4400	0.2726	45	15	30
1.4500	0.2652	45	15	30
1.4600	0.2576	45	15	30
1.4700	0.2500	45	15	30
1.4800	0.2424	45	15	30
1.4900	0.2349	45	15	30
1.5000	0.2274	45	15	30
1.5100	0.2203	45	15	30
1.5200	0.2132	45	15	30
1.5300	0.2063	45	15	30
1.5400	0.1996	45	15	30
1.5500	0.1931	45	15	30
1.5600	0.1869	45	15	30
1.5700	0.1810	45	15	30
1.5800	0.1754	45	15	30
1.5900	0.1700	45	15	30
1.6000	0.1648	45	15	30
1.6100	0.1598	45	15	30
1.6200	0.1551	45	15	30
1.6300	0.1507	45	15	30
1.6400	0.1464	45	15	30
1.6500	0.1425	45	15	30
1.6600	0.1388	45	15	30
1.6700	0.1353	45	15	30
1.6800	0.1320	45	15	30
1.6900	0.1290	45	15	30
1.7000	0.1263	45	15	30
1.7100	0.1238	45	15	30
1.7200	0.1215	45	15	30
1.7300	0.1193	45	15	30
1.7400	0.1173	45	15	30
1.7500	0.1156	45	15	30
1.7600	0.1141	45	15	30
1.7700	0.1128	45	15	30
1.7800	0.1118	45	15	30
1.7900	0.1109	45	15	30
1.8000	0.1100	45	15	30
1.8100	0.1092	45	15	30
1.8200	0.1085	45	15	30
1.8300	0.1081	45	15	30
1.8400	0.1080	45	15	30
1.8500	0.1080	45	15	30
1.8600	0.1083	45	15	30
1.8700	0.1086	45	15	30
1.8800	0.1092	45	15	30
1.8900	0.1099	45	15	30
1.9000	0.1108	45	15	30
1.9100	0.1120	45	15	30
1.9200	0.1133	45	15	30
1.9300	0.1147	45	15	30
1.9400	0.1163	45	15	30
1.9500	0.1183	45	15	30
1.9600	0.1205	45	15	30
1.9700	0.1228	45	15	30
1.9800	0.1254	45	15	30
1.9900	0.1281	45	15	30
2.0000	0.1309	45	15	30
2.0100	0.1338	45	15	30
2.0200	0.1369	45	15	30
2.0300	0.1404	45	15	30
2.0400	0.1438	45	15	30
2.0500	0.1475	45	15	30
2.0600	0.1515	45	15	30
2.0700	0.1557	45	15	30
2.0800	0.1601	45	15	30
2.0900	0.1646	45	15	30
2.1000	0.1692	45	15	30
2.1100	0.1739	45	15	30
2.1200	0.1789	45	15	30
2.1300	0.1839	45	15	30
2.1400	0.1893	45	15	30
2.1500	0.1951	45	15	30
2.1600	0.2014	45	15	30
2.1700	0.2079	45	15	30
2.1800	0.2144	45	15	30
2.1900	0.2209	45	15	30
2.2000	0.2270	45	15	30
2.2100	0.2330	45	15	30
2.2200	0.2386	45	15	30
2.2300	0.2438	45	15	30
2.2400	0.2487	45	15	30
