2.2500	0.2534	45	15	30
2.2600	0.2585	45	15	30
2.2700	0.2633	45	15	30
2.2800	0.2672	45	15	30
2.2900	0.2700	45	15	30
2.3000	0.2726	45	15	30
2.3100	0.2750	45	15	30
2.3200	0.2784	45	15	30
2.3300	0.2831	45	15	30
2.3400	0.2876	45	15	30
2.3500	0.2916	45	15	30
2.3600	0.2948	45	15	30
2.3700	0.2973	45	15	30
2.3800	0.2992	45	15	30
2.3900	0.3014	45	15	30
2.4000	0.3043	45	15	30
2.4100	0.3076	45	15	30
2.4200	0.3100	45	15	30
2.4300	0.3118	45	15	30
2.4400	0.3134	45	15	30
2.4500	0.3151	45	15	30
2.4600	0.3161	45	15	30
2.4700	0.3173	45	15	30
2.4800	0.3183	45	15	30
2.4900	0.3190	45	15	30
2.5000	0.3188	45	15	30
